# Generated Energy for each nuclear reaction type given in erg/g/s
#               time[s]              Engen(Total)                     S_src               Engen(weak)                Engen(n,g)                Engen(p,g)                Engen(a,g)                Engen(n,p)                Engen(n,a)                Engen(p,a)               Engen(fiss)
  2.13713956822119E-002     1.21430733784788E+015     1.20100752708232E+015     3.69644563710822E+003     2.84931250109334E+013     8.52810130237845E+014     2.19187904353930E+008     2.72629224603025E+012     1.62495227872271E+003     3.07184538300005E+009     0.00000000000000E+000
  2.19532538412891E-002     1.14330846089132E+015     1.13070203366537E+015     3.33031524941110E+003     2.56700801816229E+013     8.11798939861556E+014     2.06457158316032E+008     2.47083928635400E+012     1.49065226582303E+003     3.02650069530574E+009     0.00000000000000E+000
  2.25351120003664E-002     1.07735640816325E+015     1.06539928058196E+015     3.00212079570209E+003     2.31394977626353E+013     7.73002724643880E+014     1.94460037219071E+008     2.23984077332990E+012     1.36887961836358E+003     2.98005214693156E+009     0.00000000000000E+000
  2.32107226837472E-002     1.01131993336550E+015     1.00001521193223E+015     2.66315523775634E+003     2.05258086744073E+013     7.30548120564941E+014     1.81393301271704E+008     1.99913078724358E+012     1.24134978442910E+003     2.92495325267915E+009     0.00000000000000E+000
  2.38863333671281E-002     9.45730914931564E+014     9.35082417795999E+014     2.36402869247534E+003     1.82192485345990E+013     6.90686587490469E+014     1.69194582287065E+008     1.78478978864392E+012     1.12693169471273E+003     2.86882822999718E+009     0.00000000000000E+000
  2.45619440505089E-002     8.85254603874709E+014     8.75216271889860E+014     2.09980480961652E+003     1.61817590883523E+013     6.53232989225825E+014     1.57805747264452E+008     1.59385139345350E+012     1.02403051021689E+003     2.81189515725151E+009     0.00000000000000E+000
  2.52375547338898E-002     8.29407185047238E+014     8.19937540151611E+014     1.86620262305853E+003     1.43803350144296E+013     6.18018278636182E+014     1.47173000052721E+008     1.42369556064932E+012     9.31288849119354E+002     2.75435281587560E+009     0.00000000000000E+000
  2.59131654172706E-002     7.77756912313381E+014     7.68817032907140E+014     1.65950248514089E+003     1.27862986763405E+013     5.84887864965333E+014     1.37246505753910E+008     1.27200651186620E+012     8.47545182407471E+002     2.69638216092607E+009     0.00000000000000E+000
  2.65570508091714E-002     7.30994861383938E+014     7.22539468999120E+014     1.48457332140957E+003     1.14372098400268E+013     5.55122901877364E+014     1.28400993257765E+008     1.14274680069771E+012     7.75190467767019E+002     2.64088612591466E+009     0.00000000000000E+000
  2.72009362010721E-002     6.88575516680188E+014     6.80562277202896E+014     1.32868171690498E+003     1.02348773176634E+013     5.27009305291190E+014     1.20117641561851E+008     1.02682261765494E+012     7.09348492294524E+002     2.58528044914701E+009     0.00000000000000E+000
  2.78448215929729E-002     6.49053196778649E+014     6.41454880622370E+014     1.18967189088370E+003     9.16268058794917E+012     5.00442879159951E+014     1.12361667069805E+008     9.22830914341232E+011     6.49362324032823E+002     2.52968325346534E+009     0.00000000000000E+000
  2.84887069848737E-002     6.12190956314427E+014     6.04982605858918E+014     1.06564566840005E+003     8.20598521971028E+012     4.75327217093094E+014     1.05100549976903E+008     8.29520404710624E+011     5.94654465993470E+002     2.47420201986477E+009     0.00000000000000E+000
  2.92111760546596E-002     5.75771891938578E+014     5.68950237028393E+014     9.42255182377648E+002     7.25411016859669E+012     4.48763087842470E+014     9.75047614283570E+007     7.36159264260945E+011     5.38924472554567E+002     2.41220809874464E+009     0.00000000000000E+000
  2.99336451244456E-002     5.39970918961150E+014     5.33533742788560E+014     8.33555266390918E+002     6.41547257106378E+012     4.23796698099607E+014     9.04536322566688E+007     6.53444058134792E+011     4.88565864513166E+002     2.35060697004784E+009     0.00000000000000E+000
  3.06561141942316E-002     5.06747730379068E+014     5.00670241365128E+014     7.37741634227718E+002     5.67616188975521E+012     4.00320727579012E+014     8.39098423902412E+007     5.80141761241690E+011     4.43022540581195E+002     2.28950955284879E+009     0.00000000000000E+000
  3.13785832640175E-002     4.75880823366650E+014     4.70139817765995E+014     6.53241493320462E+002     5.02405234500973E+012     3.78236277120104E+014     7.78386593600937E+007     5.15165388282756E+011     4.01804749361114E+002     2.22901445232986E+009     0.00000000000000E+000
  3.21010523338035E-002     4.47170394417660E+014     4.41744687704165E+014     5.78682184162036E+002     4.44856113112291E+012     3.57452105389457E+014     7.22077405092305E+007     4.57556195577952E+011     3.64479530395475E+002     2.16920893218822E+009     0.00000000000000E+000
  3.28525639735451E-002     4.19927754725610E+014     4.14803164192481E+014     5.10385445083455E+002     3.92130199210649E+012     3.37121478454842E+014     6.67852145904115E+007     4.04539478009058E+011     3.29371442376116E+002     2.10781368129165E+009     0.00000000000000E+000
  3.36040756132867E-002     3.94084112626574E+014     3.89247380599580E+014     4.50369506665858E+002     3.45786099513116E+012     3.18018779196324E+014     6.17748227371258E+007     3.57739958329017E+011     2.97675362774331E+002     2.04732343558622E+009     0.00000000000000E+000
  3.43555872530283E-002     3.70039378032099E+014     3.65472539576568E+014     3.97608017988718E+002     3.05032528879236E+012     3.00062995171444E+014     5.71471485060692E+007     3.16419984994283E+011     2.69049758667008E+002     1.98780361440969E+009     0.00000000000000E+000
  3.51070988927698E-002     3.47647079356248E+014     3.43333230695666E+014     3.51205886482797E+002     2.69179398956374E+012     2.83179168203560E+014     5.28747932229470E+007     2.79930692093294E+011     2.43190090090835E+002     1.92931035697087E+009     0.00000000000000E+000
  3.60691753371358E-002     3.24001089976382E+014     3.19954699467667E+014     2.99848574227435E+002     2.29480436119126E+012     2.63019052950556E+014     4.78834427212703E+007     2.39364706441918E+011     2.13690706049598E+002     1.85600139556285E+009     0.00000000000000E+000
  3.70312517815017E-002     2.99541602552561E+014     2.95776080050334E+014     2.56234064129516E+002     1.95746960820141E+012     2.44368679959121E+014     4.33832967079224E+007     2.04748502511908E+011     1.87776339984360E+002     1.78453393330188E+009     0.00000000000000E+000
  3.79933282258677E-002     2.77130687798491E+014     2.73624661578510E+014     2.19176662523081E+002     1.67064843548597E+012     2.27106364625130E+014     3.93291510931218E+007     1.75200352889854E+011     1.65007488953227E+002     1.71497127588057E+009     0.00000000000000E+000
  3.89554046702336E-002     2.56570554304600E+014     2.53304487428838E+014     1.87676632016122E+002     1.42663321795503E+012     2.11121316018513E+014     3.56797015603572E+007     1.49970609993502E+011     1.45000424729406E+002     1.64736028717691E+009     0.00000000000000E+000
  3.99174811145995E-002     2.37685092330956E+014     2.34641189500209E+014     1.60890176446033E+002     1.21891859285214E+012     1.96312546880645E+014     3.23972181952366E+007     1.28421676264859E+011     1.27419481475779E+002     1.58173325326090E+009     0.00000000000000E+000
  4.09270493962473E-002     2.19915563635451E+014     2.17081892083578E+014     1.37071906547378E+002     1.03398601897597E+012     1.81936793992423E+014     2.93096240589304E+007     1.09174811930888E+011     1.11258242179804E+002     1.51502122369080E+009     0.00000000000000E+000
  4.19366176778951E-002     2.03208651105883E+014     2.00574472421117E+014     1.16965793221855E+002     8.77629520400050E+011     1.68657536262177E+014     2.65518725723665E+007     9.28525240566668E+010     9.71474940195972E+001     1.45052467956679E+009     0.00000000000000E+000
  4.29461859595429E-002     1.87874564401128E+014     1.85424914588994E+014     9.99892956566409E+001     7.45357950136673E+011     1.56386219923984E+014     2.40910009115082E+007     7.90056338711881E+010     8.48278056152861E+001     1.38824099174342E+009     0.00000000000000E+000
  4.39557542411906E-002     1.73786892521867E+014     1.71508038629704E+014     8.56529570445065E+001     6.33397813256358E+011     1.45042014345198E+014     2.18970675859948E+007     6.72545007301664E+010     7.40725559674387E+001     1.32815736797223E+009     0.00000000000000E+000
  4.52344270605658E-002     1.59211029460729E+014     1.57109003344921E+014     7.06486422555525E+001     5.15844086547618E+011     1.31889991361029E+014     1.94592999874433E+007     5.48829553398177E+010     6.23891680115196E+001     1.25518153697657E+009     0.00000000000000E+000
  4.65130998799409E-002     1.44433341750838E+014     1.42513324654561E+014     5.85356611756038E+001     4.20512313601960E+011     1.19971567712897E+014     1.73569366315348E+007     4.48221665860060E+010     5.25538009457634E+001     1.18563916708654E+009     0.00000000000000E+000
  4.77917726993160E-002     1.31113667054142E+014     1.29359178777134E+014     4.87598169653517E+001     3.43129946766200E+011     1.09165308955785E+014     1.55463650661558E+007     3.66350000538587E+010     4.42746159380877E+001     1.11945429825339E+009     0.00000000000000E+000
  4.90704455186912E-002     1.19093789598526E+014     1.17489805138773E+014     4.08751241864189E+001     2.80258711254462E+011     9.93625425768755E+013     1.39892210511147E+007     2.99678247332030E+010     3.73055891531545E+001     1.05653851477172E+009     0.00000000000000E+000
  5.03491183380663E-002     1.08234322849533E+014     1.06767214116072E+014     3.45223952688689E+001     2.29129513058108E+011     9.04659416992860E+013     1.26518280304663E+007     2.45344759584110E+010     3.14393937627757E+001     9.96793665582035E+008     0.00000000000000E+000
  5.15134990795022E-002     9.88250034906269E+013     9.74779158025890E+013     2.98246748439694E+001     1.90892382003666E+011     8.30789787415740E+013     1.16001510581710E+007     2.04636830523133E+010     2.69089162137333E+001     9.45058642784191E+008     0.00000000000000E+000
  5.26778798209381E-002     9.06592526919327E+013     8.94168159978124E+013     2.59785487628616E+001     1.59163821484890E+011     7.63114240234025E+013     1.06865434540496E+007     1.70804159348093E+010     2.30357878830240E+001     8.95782429500887E+008     0.00000000000000E+000
  5.38422605623740E-002     8.31971981522033E+013     8.20508258766775E+013     2.28375426781816E+001     1.32814650229715E+011     7.01092691763319E+013     9.89365300062511E+006     1.42666423617544E+010     1.97242809902231E+001     8.48879335262523E+008     0.00000000000000E+000
  5.50066413038100E-002     7.63738033275577E+013     7.53159107462714E+013     2.02810336719975E+001     1.10914989879382E+011     6.44234719551317E+013     9.20617066073833E+006     1.19248703080750E+010     1.68925759221437E+001     8.04262179714133E+008     0.00000000000000E+000
  5.61710220452459E-002     7.01306248993333E+013     6.91541211604295E+013     1.82096209217395E+001     9.26985745408122E+010     5.92094719841857E+013     8.61061199867910E+006     9.97453943585340E+009     1.44707632423186E+001     7.61843099868481E+008     0.00000000000000E+000
  5.73143245025342E-002     6.44640114981916E+013     6.35618047557854E+013     1.65683642568694E+001     7.77841075321414E+010     5.45097154916579E+013     8.10379916110702E+006     8.37592304370253E+009     1.24338221496640E+001     7.22245708121577E+008     0.00000000000000E+000
  5.84576269598226E-002     5.93159422656478E+013     5.84819026332691E+013     1.52515818573305E+001     6.53167250847178E+010     5.01908120122771E+013     7.66429952717068E+006     7.03821947180912E+009     1.06861112136237E+001     6.84600252832689E+008     0.00000000000000E+000
  5.96009294171109E-002     5.45912058428185E+013     5.38198664492223E+013     1.42061177296432E+001     5.48866816033296E+010     4.62208954034602E+013     7.28343741171961E+006     5.91804974867977E+009     9.18622533983465E+000     6.48825150715149E+008     0.00000000000000E+000
  6.07442318743993E-002     5.02531856306641E+013     4.95395855161154E+013     1.33878912533664E+001     4.61541971836693E+010     4.25708888834718E+013     6.95360156999846E+006     4.97937210224677E+009     7.89871483604754E+000     6.14840182192952E+008     0.00000000000000E+000
  6.18875343316877E-002     4.62686872694651E+013     4.56085087216409E+013     1.27603203072928E+001     3.88373006995438E+010     3.92142469681837E+013     6.66812383273036E+006     4.19222314536432E+009     6.79323095774891E+000     5.82566790685929E+008     0.00000000000000E+000
  6.29238259535093E-002     4.27701747895047E+013     4.21575201263369E+013     1.23306701367895E+001     3.32314294108055E+010     3.64048873628990E+013     6.44278581183271E+006     3.58871425445265E+009     5.92665477148947E+000     5.54728716999440E+008     0.00000000000000E+000
  6.39601175753310E-002     3.96964879557775E+013     3.91253828201159E+013     1.20136756960798E+001     2.84495803455662E+010     3.38000195968595E+013     6.24526725428435E+006     3.07359303558051E+009     5.17155478073149E+000     5.28178228247590E+008     0.00000000000000E+000
  6.49964091971526E-002     3.68481507004133E+013     3.63158440349934E+013     1.17933011116298E+001     2.43681666045179E+010     3.13843782458524E+013     6.07219848869763E+006     2.63366865374578E+009     4.51345015111546E+000     5.02861220481573E+008     0.00000000000000E+000
  6.60327008189743E-002     3.42080931801744E+013     3.37119540016404E+013     1.16559641029563E+001     2.08825167369647E+010     2.91438772524209E+013     5.92060077402525E+006     2.25775578957158E+009     3.93975631279643E+000     4.78725171101407E+008     0.00000000000000E+000
  6.71281956111124E-002     3.16941571199961E+013     3.12325776593124E+013     1.15883455496363E+001     1.77474678724677E+010     2.69514279767873E+013     5.78078217809444E+006     1.91947849233756E+009     3.41297677887692E+000     4.54437951219319E+008     0.00000000000000E+000
  6.82236904032506E-002     2.93052201128049E+013     2.88766483976701E+013     1.15891968156581E+001     1.50907458560193E+010     2.49260400467319E+013     5.65929530518987E+006     1.63267161720432E+009     2.95713546885453E+000     4.31355509677992E+008     0.00000000000000E+000
  6.93191851953887E-002     2.70992861262920E+013     2.67013307854784E+013     1.16488629930482E+001     1.28379630711562E+010     2.30547003863431E+013     5.55375255987426E+006     1.38936058173763E+009     2.56258303488826E+000     4.09421827390600E+008     0.00000000000000E+000
  7.04146799875268E-002     2.50618979677584E+013     2.46923442849938E+013     1.17592225691970E+001     1.09265531034843E+010     2.13254471692464E+013     5.46207208656989E+006     1.18283174412296E+009     2.22099934319099E+000     3.88582976748461E+008     0.00000000000000E+000
  7.15101747796650E-002     2.31797527234775E+013     2.28363312826072E+013     1.19134386032858E+001     9.30385252288973E+009     1.97272835391769E+013     5.38244054740329E+006     1.00742914598483E+009     1.92520874097455E+000     3.68787116027432E+008     0.00000000000000E+000
  7.27681978841168E-002     2.13188370883906E+013     2.10016939287285E+013     1.21372194377609E+001     7.73944611885319E+009     1.80406615004099E+013     5.30382144176888E+006     8.38262062092767E+008     1.63404782111911E+000     3.47276573200260E+008     0.00000000000000E+000
  7.40262209885686E-002     1.94945204021700E+013     1.92032712237914E+013     1.24039937419710E+001     6.44147880672340E+009     1.64995715071014E+013     5.23694709007400E+006     6.97852558390919E+008     1.38712402656029E+000     3.27003841223908E+008     0.00000000000000E+000
  7.52842440930204E-002     1.78279921681712E+013     1.75604580176951E+013     1.27077726381543E+001     5.36384770327803E+009     1.50912529866784E+013     5.18005459837650E+006     5.81237309349874E+008     1.17766444631157E+000     3.07900344504881E+008     0.00000000000000E+000
  7.65422671974722E-002     1.63053329267740E+013     1.60595083218899E+013     1.30436216895894E+001     4.46857886534926E+009     1.38040946140202E+013     5.13164354011461E+006     4.84325130772538E+008     9.99944569598766E-001     2.89900890480783E+008     0.00000000000000E+000
  7.78002903019240E-002     1.49138825907424E+013     1.46880409435321E+013     1.34074710572220E+001     3.72436378920622E+009     1.26275273829944E+013     5.09043772536507E+006     4.03740674972351E+008     8.49123907333294E-001     2.72943568775832E+008     0.00000000000000E+000
  7.87504313078376E-002     1.37897225309836E+013     1.35800327726821E+013     1.36987652022729E+001     3.24650371030867E+009     1.18063195596098E+013     5.06342506198150E+006     3.51985012785637E+008     7.50526876234809E-001     2.60791195336732E+008     0.00000000000000E+000
  7.97005723137512E-002     1.28925074499956E+013     1.26958305763791E+013     1.40028804006421E+001     2.83058350419783E+009     1.10388679559527E+013     5.03949457985321E+006     3.06929297527249E+008     6.63403253050585E-001     2.49175570833448E+008     0.00000000000000E+000
  8.06507133196648E-002     1.20540982826915E+013     1.18697476178935E+013     1.43187575969427E+001     2.46846759075504E+009     1.03216118682005E+013     5.01828819226392E+006     2.67695086726795E+008     5.86411139590472E-001     2.38073518163132E+008     0.00000000000000E+000
  8.16008543255785E-002     1.12705841654808E+013     1.10977072326024E+013     1.46454786755767E+001     2.15310697540423E+009     9.65123145509668E+012     4.99948954399033E+006     2.33520974727237E+008     5.18366977494576E-001     2.27462796314096E+008     0.00000000000000E+000
  8.25509953314921E-002     1.05383244111728E+013     1.03761452115262E+013     1.49822472364607E+001     1.87839105105858E+009     9.02463077320146E+012     4.98281908203172E+006     2.03746682788789E+008     4.58226591844170E-001     2.17322070633251E+008     0.00000000000000E+000
  8.34827272573072E-002     9.86028774973728E+012     9.70796912913381E+012     1.53215807803381E+001     1.64335136649239E+009     8.44989760395563E+012     4.96829951410085E+006     1.78268895135915E+008     4.06037252707601E-001     2.07814501742476E+008     0.00000000000000E+000
  8.44144591831223E-002     9.23218815881504E+012     9.08908831950706E+012     1.56693444748501E+001     1.43795615520644E+009     7.91194358330894E+012     4.95538263841169E+006     1.56001513533991E+008     3.59794136871070E-001     1.98720713694275E+008     0.00000000000000E+000
  8.53461911089375E-002     8.64429903764929E+012     8.50994314957054E+012     1.60250446255835E+001     1.25842694720000E+009     7.40839478546975E+012     4.94388639786626E+006     1.36535877478012E+008     3.18817993391682E-001     1.90022962797512E+008     0.00000000000000E+000
  8.62779230347526E-002     8.09402339225841E+012     7.96772047923048E+012     1.63882508419503E+001     1.10147335449786E+009     6.93703264366772E+012     4.93364950404088E+006     1.19516018815736E+008     2.82507577719867E-001     1.81704234036478E+008     0.00000000000000E+000
  8.73563998354329E-002     7.54025522678970E+012     7.42214766122787E+012     1.68175425553738E+001     9.44241831634489E+008     6.42890493010361E+012     4.92318607728472E+006     1.02464003434756E+008     2.45608017513834E-001     1.72527196152931E+008     0.00000000000000E+000
  8.84348766361133E-002     6.98784902860970E+012     6.87806724673351E+012     1.72558867068220E+001     8.09595654157369E+008     5.95813786304456E+012     4.91402483839881E+006     8.78596731608576E+007     2.13524472511867E-001     1.63811976137752E+008     0.00000000000000E+000
  8.95133534367936E-002     6.47608876109758E+012     6.37395222184004E+012     1.77028532525117E+001     6.94262592545159E+008     5.52196435655219E+012     4.90599684648916E+006     7.53487539233228E+007     1.85627606624497E-001     1.55535567063878E+008     0.00000000000000E+000
  9.05918302374739E-002     6.00195852149943E+012     5.90703157704276E+012     1.81580743516422E+001     5.95450050975720E+008     5.11782517554307E+012     4.89895563774786E+006     6.46288280395353E+007     1.61370679861100E-001     1.47676075879650E+008     0.00000000000000E+000
  9.16703070381543E-002     5.56265955089997E+012     5.47436539663087E+012     1.86212351232024E+001     5.10773807279799E+008     4.74335342765395E+012     4.89277425884823E+006     5.54416445226670E+007     1.40278648017536E-001     1.40212675409156E+008     0.00000000000000E+000
  9.28484206042378E-002     5.13778962016199E+012     5.05588831723504E+012     1.91359427959358E+001     4.32039313447144E+008     4.36561563843931E+012     4.88687500648677E+006     4.68983469028479E+007     1.20370111917959E-001     1.32489117371573E+008     0.00000000000000E+000
  9.40265341703213E-002     4.72862463834708E+012     4.65307123538426E+012     1.96595040281441E+001     3.65495366984761E+008     4.01803721449980E+012     4.88174638322594E+006     3.96771797490244E+007     1.03281545457570E-001     1.25190091473871E+008     0.00000000000000E+000
  9.52046477364049E-002     4.35213674356810E+012     4.28236026662270E+012     2.01916651203097E+001     3.09242900514557E+008     3.69819830801098E+012     4.87728191080174E+006     3.35723194762981E+007     8.86138024401126E-002     1.18292404000313E+008     0.00000000000000E+000
  9.63827613024884E-002     4.00570168347114E+012     3.94112637219908E+012     2.07322110563699E+001     2.61681175939399E+008     3.40387503026556E+012     4.87339034168404E+006     2.84102449251157E+007     7.60243051956939E-002     1.11774106917677E+008     0.00000000000000E+000
  9.75608748685719E-002     3.68690781844455E+012     3.62722730821588E+012     2.12809593590069E+001     2.21460406142957E+008     3.13302343272605E+012     4.86999344357861E+006     2.40446141419633E+007     6.52189975936300E-002     1.05614434573193E+008     0.00000000000000E+000
  9.85898038247133E-002     3.41118236886838E+012     3.35575141403051E+012     2.17668076135634E+001     1.91441340389695E+008     2.91419431215205E+012     4.86737839609750E+006     2.07860985578150E+007     5.70428049472849E-002     1.00512720065361E+008     0.00000000000000E+000
  9.96187327808547E-002     3.17293994359283E+012     3.12122859567218E+012     2.22587049773646E+001     1.65504082844696E+008     2.71067602340138E+012     4.86505049046701E+006     1.79705106912495E+007     4.98887525292197E-002     9.56571311562574E+007     0.00000000000000E+000
  1.00647661736996E-001     2.95135928126091E+012     2.90303797434439E+012     2.27565742041622E+001     1.43091242548093E+008     2.52139426491100E+012     4.86297585544660E+006     1.55373949406290E+007     4.36293487814640E-002     9.10358389558752E+007     0.00000000000000E+000
  1.01676590693138E-001     2.74527658395267E+012     2.70018789865564E+012     2.32603479696640E+001     1.23721961627876E+008     2.34535030433330E+012     4.86112475992044E+006     1.34345910826238E+007     3.81529762697942E-002     8.66375761351894E+007     0.00000000000000E+000
  1.02834450803203E-001     2.54219860877048E+012     2.50047934969522E+012     2.38342354888734E+001     1.05050556823089E+008     2.16192315763612E+012     4.85927667188147E+006     1.14074623711478E+007     3.28055044450903E-002     8.19415379594301E+007     0.00000000000000E+000
  1.03992310913268E-001     2.34338024851533E+012     2.30474968529875E+012     2.44154531024387E+001     8.92035825984915E+007     1.99286117771977E+012     4.85764634524846E+006     9.68690399621305E+006     2.82052492948400E-002     7.74998323602713E+007     0.00000000000000E+000
  1.05150171023333E-001     2.16013972972034E+012     2.12435554892976E+012     2.50039381263727E+001     7.57523266499676E+007     1.83703606178762E+012     4.85620580398693E+006     8.22639859513874E+006     2.42480637641600E-002     7.32987156247783E+007     0.00000000000000E+000
  1.06308031133399E-001     1.99125238073355E+012     1.95822640290371E+012     2.55996363543709E+001     6.43334749811949E+007     1.69340871953826E+012     4.85493091768069E+006     6.98652135820567E+006     2.08442972790034E-002     6.93251824184908E+007     0.00000000000000E+000
  1.07465891243464E-001     1.83558370983129E+012     1.80498599152854E+012     2.62025007572097E+001     5.46390793861330E+007     1.56102234015332E+012     4.85380085344488E+006     5.93385273988788E+006     1.79167815636908E-002     6.55669278848365E+007     0.00000000000000E+000
  1.09004848078286E-001     1.66993736205394E+012     1.64192227863017E+012     2.70148139774782E+001     4.39803664170308E+007     1.40095808285233E+012     4.85249237349266E+006     4.77643215726225E+006     1.46501064404495E-002     6.08850008883445E+007     0.00000000000000E+000
  1.10543804913109E-001     1.49872627909435E+012     1.47346397204314E+012     2.78396327994364E+001     3.54039605650542E+007     1.25732051260405E+012     4.85137218697258E+006     3.84509285013451E+006     1.19771649293835E-002     5.65372496020843E+007     0.00000000000000E+000
  1.12082761747932E-001     1.34508695729536E+012     1.32228595054150E+012     2.86768876870945E+001     2.85022105026059E+007     1.12842101957622E+012     4.85041050103494E+006     3.09558470711853E+006     9.79036858823243E-003     5.24998518360117E+007     0.00000000000000E+000
  1.13621718582754E-001     1.20721410059883E+012     1.18672429571225E+012     2.95265194825684E+001     2.29475046702058E+007     1.01274511951325E+012     4.84958261727238E+006     2.49234318641106E+006     8.00157279750264E-003     4.87506775911825E+007     0.00000000000000E+000
  1.15160675417577E-001     1.08348477153041E+012     1.06501055978091E+012     3.03884773622520E+001     1.84764961280276E+007     9.08934508582168E+011     4.84886801321692E+006     2.00677820128572E+006     6.53857120883820E-003     4.52691705942696E+007     0.00000000000000E+000
  1.16782449169246E-001     9.69689985214628E+011     9.53042230210253E+011     3.13101107222377E+001     1.47049529417405E+007     8.11035734322014E+011     4.84821867214703E+006     1.59716712449450E+006     5.28439156654146E-003     4.18689470138763E+007     0.00000000000000E+000
  1.18404222920916E-001     8.65288181607860E+011     8.50308270245216E+011     3.22453383171518E+001     1.17038829670451E+007     7.23684829708855E+011     4.84765947035158E+006     1.27122641216043E+006     4.27001026124226E-003     3.87240578427006E+007     0.00000000000000E+000
  1.20025996672586E-001     7.72126141706217E+011     7.58788413582849E+011     3.31941202186346E+001     9.31573707062272E+006     6.45745298869435E+011     4.84717664397745E+006     1.01184899452687E+006     3.44973877419677E-003     3.58153473511917E+007     0.00000000000000E+000
  1.21647770424256E-001     6.88993904748180E+011     6.77067517470316E+011     3.41564206902136E+001     7.41522076617040E+006     5.76203019106386E+011     4.84675870379545E+006     8.05429468500428E+005     2.78655991340215E-003     3.31250925612436E+007     0.00000000000000E+000
  1.23630178233363E-001     6.07231655417915E+011     5.96709220075349E+011     3.53510230033313E+001     5.61076278824506E+006     5.01291079590796E+011     4.84632209007281E+006     6.09439596858204E+005     2.14602352619213E-003     3.01095155695474E+007     0.00000000000000E+000
  1.25612586042471E-001     5.28299783517706E+011     5.19017671311703E+011     3.65657224517863E+001     4.24566895062453E+006     4.36123132165460E+011     4.84595372198019E+006     4.61168382852111E+005     1.65232013956949E-003     2.73684572622590E+007     0.00000000000000E+000
  1.27594993851578E-001     4.59646359445565E+011     4.51573422655994E+011     3.78004696329198E+001     3.21285569931140E+006     3.79429732527654E+011     4.84564189775776E+006     3.48986519779405E+005     1.27188106663549E-003     2.48769236011462E+007     0.00000000000000E+000
  1.29577401660685E-001     3.99927219502256E+011     3.92795225893544E+011     3.90552185693244E+001     2.43137706593164E+006     3.30107364402984E+011     4.84537715673034E+006     2.64102953191715E+005     9.78792865539114E-004     2.26121970065732E+007     0.00000000000000E+000
  1.31559809469793E-001     3.47972226127307E+011     3.41781402849003E+011     4.03299258841560E+001     1.84004108110384E+006     2.87197408446847E+011     4.84515180571374E+006     1.99871795884612E+005     7.53059411777832E-004     2.05536354976408E+007     0.00000000000000E+000
  1.33451632204364E-001     3.03710291376652E+011     2.98281697091109E+011     4.15649593218297E+001     1.41041066683713E+006     2.51461178406393E+011     4.84496766685910E+006     1.53204711962129E+005     5.86239291128692E-004     1.87641412772091E+007     0.00000000000000E+000
  1.35343454938935E-001     2.65945561079010E+011     2.61171489012702E+011     4.28180964261743E+001     1.08112220862437E+006     2.20172490165851E+011     4.84480907896862E+006     1.17436623087078E+005     4.56277687880427E-004     1.71304480071785E+007     0.00000000000000E+000
  1.37235277673507E-001     2.32882612158867E+011     2.28721420213841E+011     4.40893034680614E+001     8.28729986876455E+005     1.92777481519219E+011     4.84467224165254E+006     9.00209867902997E+004     3.55052973180399E-004     1.56389906829424E+007     0.00000000000000E+000
  1.39127100408078E-001     2.03933987434138E+011     2.00201333422835E+011     4.53785474695431E+001     6.35270567290204E+005     1.68791384114545E+011     4.84455398011024E+006     6.90066837974808E+004     2.76228174748426E-004     1.42773855509566E+007     0.00000000000000E+000
  1.41018923142649E-001     1.78588266111235E+011     1.75368885858894E+011     4.66857960388504E+001     4.86980030665711E+005     1.47789975599898E+011     4.84445162506333E+006     5.28987086626195E+004     2.14860121766197E-004     1.30343281097606E+007     0.00000000000000E+000
  1.42816119288579E-001     1.56909060175292E+011     1.54047760334488E+011     4.79443048364989E+001     3.78303058714605E+005     1.30264115066957E+011     4.84436705536724E+006     4.10936784099707E+004     1.69207145833890E-004     1.19538308131406E+007     0.00000000000000E+000
  1.44613315434509E-001     1.38331825240516E+011     1.35721142524395E+011     4.92190062247335E+001     2.93879807733816E+005     1.14816256262855E+011     4.84429315124463E+006     3.19231700859647E+004     1.33230247310461E-004     1.09628972951683E+007     0.00000000000000E+000
  1.46410511580438E-001     1.21955140251870E+011     1.19713938316710E+011     5.05098733714716E+001     2.28298339910066E+005     1.01200325220025E+011     4.84422850909661E+006     2.47993322722102E+004     1.04884728373272E-004     1.00541080434185E+007     0.00000000000000E+000
  1.48207707726368E-001     1.07518670221550E+011     1.05621784863797E+011     5.18168796382532E+001     1.77353681705939E+005     8.91992530183536E+010     4.84417192080874E+006     1.92654118104075E+004     8.25563236272203E-005     9.22065629090107E+006     0.00000000000000E+000
  1.50214338808717E-001     9.41126218134648E+010     9.23318140008738E+010     5.32952342723352E+001     1.33784775851969E+005     7.74737825272384E+010     4.84411698205048E+006     1.45326769062919E+004     6.31821844750412E-005     8.37145448132205E+006     0.00000000000000E+000
  1.52220969891066E-001     8.17666692822136E+010     8.01744235179159E+010     5.47936390502176E+001     1.00921114265887E+005     6.72901308903100E+010     4.84406954593443E+006     1.09628048894823E+004     4.83457568695602E-005     7.60046950434189E+006     0.00000000000000E+000
  1.54227600973416E-001     7.10472786732730E+010     6.97317322280110E+010     5.63120574793618E+001     7.61310866838402E+004     5.84452406238787E+010     4.84402855393882E+006     8.26993900582561E+003     3.69862096758202E-005     6.90049261574194E+006     0.00000000000000E+000
